,dd,ts_c,par,lai,sai,dvi,photoperiod,PARsun,PARshade,A_n,A_n_limit_factor,fst,fst_acc,rsto_l,gsto_l,gsto,gsto_bulk,gsto_canopy,A_n_canopy,c_root,c_stem,c_leaf,c_harv,c_resv,npp,npp_acc,fO3_d,fO3_h,c_i,td_dd,o3_ppb,o3_nmol_m3,canopy_height,o3_ppb_i,pody,pod0,precip_acc,swp,asw,smd,sn,ei,et,es,ei_acc,et_acc,es_acc,f_phen,leaf_f_phen,f_light,leaf_f_light,f_temp,f_VPD,f_SW,f_O3,ustar,rsto_c,ra,rb,rsur,rinc,V_cmax_25,J_max_25,f_LS,LAIsunfrac,component_LAI,V_cmax,J_max,R_d,R_dc,total_emerged_leaves,leaf_pop_distribution,layer_lai
0,100,7.12,0.0,3,4.28571414947509,-1.0,13.942296987044244,0.0,0.0,-0.2371215426803693,A_j,0.5883449556562957,0.0,1965.484180249281,20.86,20.86,62.58,62.58,-0.7113646280411079,0,0,1e-05,0,0,0,0,1.0,1.0,403.0558491855418,0.0,29.641273159525372,1193.4887996048524,1.0,36.884,0.0,0.0021180418403626646,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,6.702546841677012e-05,5.69787731094744e-06,0,6.702546841677012e-05,5.69787731094744e-06,0.0,1.0,0.0,0.0,0.0,0.01,1.0,1.0,0.9999998749150919,0.227650830579372,655.161393416427,54.661126903288135,26.67402591843099,185.25935347137315,263.56151629208244,90.0,200.0,1.0,0.0,0,15.808102845357954,63.66708959677355,0.2371215426803693,0.7113646280411079,0,[[3.0]],[3.0]
1,100,7.58,0.0,3,4.28571414947509,-1.0,13.942296987044244,0.0,0.0,-0.24962073909616844,A_j,0.5731360855091294,0.0,1965.484180249281,20.86,20.86,62.58,62.58,-0.7488622172885053,0,0,1e-05,0,0,0,0,1.0,1.0,403.7005598490648,0.0,28.955543687247857,1164.216007784423,1.0,36.426,0.0,0.004181331748195531,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,8.623164329575153e-05,8.029516750017245e-06,0,0.00015325711171252165,1.3727394060964685e-05,0.0,1.0,0.0,0.0,0.0,0.01,1.0,1.0,0.9999998749150919,0.20899092643352185,655.161393416427,59.54158466251029,29.055635375433756,188.90665274434542,287.0937945324469,90.0,200.0,1.0,0.0,0,16.64138260641123,65.93472426118093,0.24962073909616844,0.7488622172885053,0,[[3.0]],[3.0]
2,100,7.35,0.0,3,4.28571414947509,-1.0,13.942296987044244,0.0,0.0,-0.24329730946814165,A_j,0.5552778555962599,0.0,1965.484180249281,20.86,20.86,62.58,62.58,-0.729891928404425,0,0,1e-05,0,0,0,0,1.0,1.0,403.3890756928961,0.0,28.076816009139193,1129.690250709637,1.0,35.758,0.0,0.006180332028342067,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,7.5566365552093e-05,7.606716241666181e-06,0,0.00022882347726461467,2.1334110302630866e-05,0.0,1.0,0.0,0.0,0.0,0.01,1.0,1.0,0.9999998749150919,0.19033102228767165,655.161393416427,65.37899492354072,31.90422707890766,192.99545005276502,315.24024497680455,90.0,200.0,1.0,0.0,0,16.219820631209444,64.7922373928138,0.24329730946814165,0.729891928404425,0,[[3.0]],[3.0]
3,100,6.34,0.0,3,4.28571414947509,-1.0,13.942296987044244,0.0,0.0,-0.21723715391143478,A_j,0.5356527067904073,0.0,1965.484180249281,20.86,20.86,62.58,62.58,-0.6517114617343043,0,0,1e-05,0,0,0,0,1.0,1.0,402.0703705973492,0.0,27.013599904935933,1091.303785778281,1.0,34.787,0.0,0.008108681772787533,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,4.003251518531243e-05,4.213912546530208e-06,0,0.0002688559924499271,2.5548022849161074e-05,0.0,1.0,0.0,0.0,0.0,0.01,1.0,1.0,0.9999998749150919,0.17540309897099157,655.161393416427,70.94316470426757,34.61948044732532,196.64097750761127,342.0692019961069,90.0,200.0,1.0,0.0,0,14.482476927428985,59.977923557644885,0.21723715391143478,0.6517114617343043,0,[[3.0]],[3.0]
4,100,6.86,0.0,3,4.28571414947509,-1.0,13.942296987044244,0.0,0.0,-0.23031426468657232,A_j,0.5200197280206527,0.0,1965.484180249281,20.86,20.86,62.58,62.58,-0.6909427940597169,0,0,1e-05,0,0,0,0,1.0,1.0,402.73679940631786,0.0,26.2852026096581,1059.4541774440881,1.0,33.849,0.0,0.009980752793661883,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,6.386339222796214e-05,6.821923551190132e-06,0,0.00033271938467788924,3.236994640035121e-05,0.0,1.0,0.0,0.0,0.0,0.01,1.0,1.0,0.9999998749150919,0.17540309897099157,655.161393416427,70.94316470426757,34.61948044732532,196.64097750761127,342.0692019961069,90.0,200.0,1.0,0.0,0,15.354284312438155,62.41582322431701,0.23031426468657232,0.6909427940597169,0,[[3.0]],[3.0]
5,100,6.6,0.0,3,4.28571414947509,-1.0,13.942296987044244,0.0,0.0,-0.22368754183785086,A_j,0.505940988372623,0.0,1965.484180249281,20.86,20.86,62.58,62.58,-0.6710626255135526,0,0,1e-05,0,0,0,0,1.0,1.0,402.39909186620037,0.0,25.54438062704078,1030.7710742279342,1.0,32.895,0.0,0.011802140351803327,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,6.076311476762904e-05,6.443128663413018e-06,0,0.00039348249944551827,3.881307506376423e-05,0.0,1.0,0.0,0.0,0.0,0.01,1.0,1.0,0.9999998749150919,0.17540309897099157,655.161393416427,70.94316470426757,34.61948044732532,196.64097750761127,342.0692019961069,90.0,200.0,1.0,0.0,0,14.912502789190057,61.18619406371165,0.22368754183785086,0.6710626255135526,0,[[3.0]],[3.0]
6,100,10.07,24.11,3,4.28571414947509,-1.0,13.942296987044244,19.80097321122808,16.875915299561974,4.430657679964625,A_j,2.0917649572684964,0.0,330.9938072928598,123.86938696929649,123.86938696929649,371.60816090788944,371.60816090788944,13.291973039893875,0,0,1e-05,0,0,0,0,1.0,1.0,349.39042349640727,0.0,19.774559014860746,788.6737097100167,1.0,30.77,0.0,0.019332494197969913,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,2.712432274965446e-06,1.20923692926859e-06,0,0.0003961949317204837,4.002231199303282e-05,0.0,1.0,0.0,0.0,0.0,0.01,1.0,1.0,0.9999998749150919,0.1716711181418215,110.33126909761994,72.48540741522991,35.37207784835414,79.37945979265456,349.5054889960224,90.0,200.0,1.0,0.02020625269257879,0,21.89289622974166,79.46337784069075,0.32839344344612487,0.9851803303383746,0,[[3.0]],[3.0]
7,100,7.58,246.16,3,4.28571414947509,-1.0,13.942296987044244,343.37626931595514,81.57747175766215,8.071070564109448,A_p,3.9883490917114495,0.0,197.3713093886533,207.7302933592285,207.7302933592285,623.1908800776855,623.1908800776855,24.213211692328343,0,0,1e-05,0,0,0,0,1.0,1.0,344.52937906089664,0.0,22.868438369333212,919.8635568816871,1.0,34.659,0.0,0.03369055092813113,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,0.0002960306832891132,0.0001234758887163809,0,0.0006922256150095969,0.00016349820070941373,0.0,1.0,0.0,0.0,0.0,0.01,1.0,1.0,0.9999998749150919,0.29855846633360267,65.79043646288443,41.6791092637572,20.338944762803624,51.52503168768868,200.96565617271284,90.0,200.0,1.0,0.15113073160085913,0,16.64138260641123,65.93472426118093,0.24962073909616847,0.7488622172885054,0,[[3.0]],[3.0]
8,100,8.82,459.01,3,4.28571414947509,-1.0,13.942296987044244,438.6070751995597,111.25602166613233,9.259874462490979,A_p,4.873173233118948,0.0,173.36270681912978,236.49838395045086,236.49838395045086,709.4951518513526,709.4951518513526,27.779623387472938,0,0,1e-05,0,0,0,0,1.0,1.0,343.6202433642565,0.0,24.940299488625957,998.8970797316886,1.0,37.996,0.0,0.05123397456735934,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,0.0005724026151754758,0.00025074271592604054,0,0.0012646282301850727,0.00041424091663545424,0.0,1.0,0.0,0.0,0.0,0.01,1.0,1.0,0.9999998749150919,0.32468233213779285,57.78756893970993,38.32561771379972,18.70247794280793,46.25812256061202,184.7960056760578,90.0,200.0,1.0,0.26859351043864804,0,19.092524664929854,72.40086455607641,0.28638786997394783,0.8591636099218435,0,[[3.0]],[3.0]
9,100,14.32,650.18,3,4.28571414947509,-1.0,13.942296987044244,489.827588015131,124.17909475588282,16.672818405987652,A_p,7.557014993189033,0.0,96.78951614044318,423.59959668057775,423.59959668057775,1270.7987900417334,1270.7987900417334,50.01845521796295,0,0,1e-05,0,0,0,0,1.0,1.0,338.49280645071264,0.0,24.368659699275426,957.1248375953842,1.0,40.798,0.0056052539754805186,0.07843922854283986,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,0.0009434337356087982,0.0005793386656421899,0,0.002208061965793871,0.0009935795822776441,0.0,1.0,0.0,0.0,0.0,0.01,1.0,1.0,0.9999998749150919,0.343342236283643,32.26317204681439,36.24270370761496,17.68603892417707,28.266310556988408,174.7527444980112,90.0,200.0,1.0,0.3567535841746697,0,34.376945166984854,107.85524509953473,0.5156541775047727,1.5469625325143181,0,[[3.0]],[3.0]
